clan_tag,clan_name,war_mode,current_battle_day,current_members,forecast_pool_players,expected_daily_participants,player_model_full_day_medals,projected_total_medals,projected_finish_day,projected_river_progress,finish_status,historical_races_available,historical_day3_finish_rate,historical_avg_finish_day,movement_projection_available
#Y9202P9U,Galactic Kings,river_race,0,42,73,50.0,28980.4061,115921.6245,,,insufficient_gk_movement_history,0,,,False
