rotation_pool_players,lineup_size,expected_value_daily_fame,expected_value_avg_participation_probability,expected_value_current_members,expected_value_outside_clan,confirmed_active_daily_fame,confirmed_active_avg_participation_probability,confirmed_active_current_members,confirmed_active_outside_clan,backup_players
73,50,24604.535854251062,0.7474114968101172,34,16,25431.05992950517,0.7425300233789269,34,16,23
