live_race_id,player_tag,player_name,clan_tag,clan_name,current_fame,current_decks_used,decks_used_today,currently_member,previous_wars_count,last_3_avg_fame,last_3_avg_decks,last_2_avg_decks,last_3_avg_efficiency,last_5_participation_rate,last_5_full_participation_rate,previous_war_fame,previous_war_decks,fame_trend,last_3_fame_std,last_3_decks_std,previous_clan_score,last_3_avg_clan_score,cluster,archetype_name,model_eligible,prediction_tier
Y9202P9U-20260914-section-1,#G0QQUGY,syen,#Y9202P9U,Galactic Kings,0,0,0,1,6.0,1783.3333333333333,10.666666666666666,14.0,151.38888888888889,1.0,0.2,2150.0,12.0,-650.0,1241.3030787576954,6.110100926607787,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model
Y9202P9U-20260914-section-1,#G0YVG9J9R,Pindakaas,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2366.6666666666665,12.333333333333334,10.5,190.2777777777778,0.8,0.2,1800.0,9.0,-100.0,896.2886439832502,3.511884584284246,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model
Y9202P9U-20260914-section-1,#G22R88G,_KnockouT_,#9VLJRY2J,Gentleman Jack,0,0,0,1,8.0,2150.0,13.333333333333334,12.0,153.125,1.0,0.8,900.0,8.0,-1950.0,1085.1267207105352,4.618802153517006,5091,5027.666666666667,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#G2Y9RUUL,enzu,#LUG9LVC0,37XU,0,0,0,1,10.0,2750.0,16.0,16.0,171.875,1.0,0.8,2850.0,16.0,550.0,409.2676385936225,0.0,5037,4997.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#G88UPVRCU,もとしん,#J29J90P,isao,0,0,0,0,10.0,766.6666666666666,5.333333333333333,8.0,47.916666666666664,0.4,0.2,0.0,0.0,-2300.0,1327.9056191361394,9.237604307034013,5098,5038.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#G9L2GLYUQ,☠️P.E.K.K.A☠️CR,#LUG9LVC0,37XU,0,0,0,0,10.0,1900.0,9.333333333333334,6.0,135.41666666666666,0.8,0.4,0.0,0.0,-2400.0,1705.872210923198,8.326663997864532,5037,4997.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GC00888J0,りあぴぃ,#Y9202P9U,Galactic Kings,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,9864,9790.666666666666,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GCG9V89GV,ßigsutty49,#LUG9LVC0,37XU,0,0,0,1,,,,,,,,,,,,,5037,4997.0,,Not Enough History,False,clan_baseline
Y9202P9U-20260914-section-1,#GGQYV8VR,Ard,#J29J90P,isao,0,0,0,0,2.0,2600.0,12.0,12.0,216.66666666666666,1.0,0.0,2600.0,12.0,0.0,0.0,0.0,5098,5038.0,,Not Enough History,False,limited_history
Y9202P9U-20260914-section-1,#GJ99YV9P,matheusus,#YV8JLPC2,ILLUMINATI 2.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4877,4890.333333333333,,Not Enough History,False,limited_history
Y9202P9U-20260914-section-1,#GJJP29C9,Tim,#9VLJRY2J,Gentleman Jack,0,0,0,1,8.0,1100.0,6.0,7.5,113.33333333333333,0.8,0.2,2850.0,15.0,2850.0,1532.1553446044563,7.937253933193772,5091,5027.666666666667,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GL292J2PY,HitmanUWU,#9VLJRY2J,Gentleman Jack,0,0,0,1,5.0,2233.3333333333335,10.666666666666666,16.0,139.58333333333334,0.8,0.8,3300.0,16.0,-100.0,1934.769581457527,9.237604307034013,5091,5027.666666666667,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GP2R0J28,Paco,#LUG9LVC0,37XU,0,0,0,1,10.0,2800.0,16.0,16.0,175.0,1.0,0.8,2650.0,16.0,100.0,350.0,0.0,5037,4997.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GP9GQPCUY,たかゆき,#J29J90P,isao,0,0,4,1,10.0,1966.6666666666667,10.666666666666666,16.0,122.91666666666667,0.6,0.4,2500.0,16.0,-900.0,1761.628034896508,9.237604307034013,5098,5038.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GPVY989GQ,ポケたくん,#J29J90P,isao,0,0,0,0,10.0,1016.6666666666666,6.333333333333333,9.5,105.49242424242425,0.6,0.0,1150.0,8.0,-750.0,956.9918146637062,5.686240703077327,5098,5038.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GQYVYQ82,AM♣️Joma,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2533.3333333333335,14.666666666666666,14.0,173.61111111111111,1.0,0.4,2200.0,12.0,0.0,577.3502691896258,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model
Y9202P9U-20260914-section-1,#GUCQJ8U,bG,#YV8JLPC2,ILLUMINATI 2.0,0,0,0,1,6.0,3066.6666666666665,16.0,16.0,191.66666666666666,1.0,1.0,3100.0,16.0,200.0,152.75252316519467,0.0,4877,4890.333333333333,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#GUVVPU828,Ryza,#Y9202P9U,Galactic Kings,0,0,0,1,6.0,1933.3333333333333,10.666666666666666,8.0,120.83333333333333,0.8,0.6,0.0,0.0,-2550.0,1710.506747526397,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model
Y9202P9U-20260914-section-1,#GVC0URYV8,主人｜Lou✨,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,1533.3333333333333,10.666666666666666,8.0,95.83333333333333,0.6,0.6,2300.0,16.0,2300.0,1327.9056191361394,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model
Y9202P9U-20260914-section-1,#GVR22UVVG,P00fY,#LUG9LVC0,37XU,0,0,0,0,5.0,33.333333333333336,0.3333333333333333,0.5,33.333333333333336,0.2,0.0,100.0,1.0,100.0,57.735026918962575,0.5773502691896258,5037,4997.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#J0QVQ8QUQ,Sonserina,#YV8JLPC2,ILLUMINATI 2.0,0,0,0,0,,,,,,,,,,,,,4877,4890.333333333333,,Not Enough History,False,clan_baseline
Y9202P9U-20260914-section-1,#J22GGYJUL,Mahid,#LUG9LVC0,37XU,0,0,0,1,,,,,,,,,,,,,5037,4997.0,,Not Enough History,False,clan_baseline
Y9202P9U-20260914-section-1,#J80LP2J0,ABRAMMP3 JR,#Y9202P9U,Galactic Kings,0,0,0,0,2.0,1725.0,10.0,10.0,168.75,1.0,0.0,2250.0,12.0,1050.0,742.4621202458749,2.8284271247461903,9864,9790.666666666666,,Not Enough History,False,limited_history
Y9202P9U-20260914-section-1,#J8YC8R8G,F-35Lightning Ⅱ,#J29J90P,isao,0,0,0,1,10.0,2066.6666666666665,10.666666666666666,16.0,129.16666666666666,0.6,0.4,3000.0,16.0,-200.0,1792.5772879665003,9.237604307034013,5098,5038.0,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#J98LL9CU,Deadication,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,2850.0,14.666666666666666,14.0,193.75,1.0,0.4,2250.0,12.0,-550.0,626.4982043070834,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model
Y9202P9U-20260914-section-1,#JJJ0R9QCG,_Teu_Mateus Br,#YV8JLPC2,ILLUMINATI 2.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4877,4890.333333333333,,Not Enough History,False,limited_history
Y9202P9U-20260914-section-1,#JLCUL222Y,zzz,#LUG9LVC0,37XU,0,0,0,1,,,,,,,,,,,,,5037,4997.0,,Not Enough History,False,clan_baseline
Y9202P9U-20260914-section-1,#JLCYYCY0G,Alsubaie,#Y9202P9U,Galactic Kings,0,0,0,1,4.0,1483.3333333333333,9.333333333333334,8.0,152.7777777777778,1.0,0.0,800.0,8.0,-500.0,791.0962857537212,2.3094010767585034,9864,9790.666666666666,,Not Enough History,True,ml_model
Y9202P9U-20260914-section-1,#JP88PVYJ,Gui,#YV8JLPC2,ILLUMINATI 2.0,0,0,0,1,10.0,2833.3333333333335,15.666666666666666,16.0,180.76388888888889,1.0,0.8,3200.0,16.0,550.0,317.54264805429415,0.5773502691896257,4877,4890.333333333333,,Not Enough History,True,ml_model
