live_race_id,section_index,war_mode,is_colosseum,completed_battle_days,total_points_earned,avg_daily_points,avg_daily_place,total_rank_movement,total_defense_movement,total_movement_earned,final_progress,race_finish_day,finished_race,finished_by_day_3
Y9202P9U-20260914-section-1,1,training,False,3,108850,36283.333333333336,1.0,9000,1305,10305,10000,3,True,True
