cluster,archetype_name,players,avg_wars_observed,avg_fame,avg_decks,participation_rate,full_participation_rate,avg_efficiency,fame_std,decks_std
0,Inconsistent Contributor,203,5.596059113300493,1485.120460409869,8.257347578529846,0.6195683079919533,0.36122093560517204,111.04977239655723,1356.1075092384624,7.419263743196737
1,Reliable High Performer,123,6.154471544715447,2606.9270228416567,14.95917537746806,0.9988385598141696,0.7564072783584979,174.61153826332398,413.1771141768638,1.3437037141528791
2,Low-Participation Player,118,4.610169491525424,98.85088781275222,0.6320150659133711,0.09890368576809255,0.005649717514124294,15.74772390980018,171.25642297476145,1.0850268555369023
